26.8086 31.6892 32.7079 1.0 300.0 0.0
26.8086 31.6892 32.7079 1.0 303.0 0.0
26.8086 31.6892 32.7079 1.0 306.0 0.0
26.8086 31.6892 32.7079 1.0 309.0 0.0
26.8086 31.6892 32.7079 1.0 312.0 0.0
26.8086 31.6892 32.7079 1.0 315.0 0.0
26.8086 31.6892 32.7079 1.0 318.0 0.0
26.8086 31.6892 32.7079 1.0 321.0 0.0
26.8086 31.6892 32.7079 1.0 324.0 0.0
26.8086 31.6892 32.7079 1.0 327.0 0.0
26.8086 31.6892 32.7079 1.0 330.0 0.0
26.8086 31.6892 32.7079 1.0 333.0 0.0
26.8086 31.6892 32.7079 1.0 336.0 0.0
26.8086 31.6892 32.7079 1.0 339.0 0.0
26.8086 31.6892 32.7079 1.0 342.0 0.0
26.8086 31.6892 32.7079 1.0 345.0 0.0
26.8086 31.6892 32.7079 1.0 348.0 0.0
26.8086 31.6892 32.7079 1.0 351.0 0.0
26.8086 31.6892 32.7079 1.0 354.0 0.0
26.8086 31.6892 32.7079 1.0 357.0 0.0
26.8086 31.6892 32.7079 1.0 360.0 0.0
26.8086 31.6892 32.7079 1.0 363.0 0.0
26.8086 31.6892 32.7079 1.0 366.0 0.0
26.8086 31.6892 32.7079 1.0 369.0 0.0
26.8086 31.6892 32.7079 1.0 372.0 0.0
26.8086 31.6892 32.7079 1.0 375.0 0.0
26.8086 31.6892 32.7079 1.0 378.0 0.0
26.8086 31.6892 32.7079 1.0 381.0 0.0
26.8086 31.6892 32.7079 1.0 384.0 0.0
26.8086 31.6892 32.7079 1.0 387.0 0.0
26.8086 31.6892 32.7079 1.0 390.0 0.0
26.8086 31.6892 32.7079 1.0 393.0 0.0
26.8086 31.6892 32.7079 1.0 396.0 0.0
26.8086 31.6892 32.7079 1.0 399.0 0.0
26.8086 31.6892 32.7079 1.0 402.0 0.0
26.8086 31.6892 32.7079 1.0 405.0 0.0
26.8086 31.6892 32.7079 1.0 408.0 0.0
26.8086 31.6892 32.7079 1.0 411.0 0.0
26.8086 31.6892 32.7079 1.0 414.0 0.0
26.8086 31.6892 32.7079 1.0 417.0 0.0
26.8086 31.6892 32.7079 1.0 420.0 0.0
26.8086 31.6892 32.7079 1.0 423.0 0.0
26.8086 31.6892 32.7079 1.0 426.0 0.0
26.8086 31.6892 32.7079 1.0 429.0 0.0
26.8086 31.6892 32.7079 1.0 432.0 0.0
26.8086 31.6892 32.7079 1.0 435.0 0.0
26.8086 31.6892 32.7079 1.0 438.0 0.0
26.8086 31.6892 32.7079 1.0 441.0 0.0
26.8086 31.6892 32.7079 1.0 444.0 0.0
26.8086 31.6892 32.7079 1.0 447.0 0.0
26.8086 31.6892 32.7079 1.0 450.0 0.0
26.8086 31.6892 32.7079 1.0 453.0 0.0
26.8086 31.6892 32.7079 1.0 456.0 0.0
26.8086 31.6892 32.7079 1.0 459.0 0.0
26.8086 31.6892 32.7079 1.0 462.0 0.0
26.8086 31.6892 32.7079 1.0 465.0 0.0
26.8086 31.6892 32.7079 1.0 468.0 0.0
26.8086 31.6892 32.7079 1.0 471.0 0.0
26.8086 31.6892 32.7079 1.0 474.0 0.0
26.8086 31.6892 32.7079 1.0 477.0 0.0
26.8086 31.6892 32.7079 1.0 480.0 0.0
26.8086 31.6892 32.7079 1.0 483.0 0.0
26.8086 31.6892 32.7079 1.0 486.0 0.0
26.8086 31.6892 32.7079 1.0 489.0 0.0
26.8086 31.6892 32.7079 1.0 492.0 0.0
26.8086 31.6892 32.7079 1.0 495.0 0.0
26.8086 31.6892 32.7079 1.0 498.0 0.0
26.8086 31.6892 32.7079 1.0 501.0 0.0
26.8086 31.6892 32.7079 1.0 504.0 0.0
26.8086 31.6892 32.7079 1.0 507.0 0.0
26.8086 31.6892 32.7079 1.0 510.0 0.0
26.8086 31.6892 32.7079 1.0 513.0 0.0
26.8086 31.6892 32.7079 1.0 516.0 0.0
26.8086 31.6892 32.7079 1.0 519.0 0.0
26.8086 31.6892 32.7079 1.0 522.0 0.0
26.8086 31.6892 32.7079 1.0 525.0 0.0
26.8086 31.6892 32.7079 1.0 528.0 0.0
26.8086 31.6892 32.7079 1.0 531.0 0.0
26.8086 31.6892 32.7079 1.0 534.0 0.0
26.8086 31.6892 32.7079 1.0 537.0 0.0
26.8086 31.6892 32.7079 1.0 540.0 0.0
26.8086 31.6892 32.7079 1.0 543.0 0.0
26.8086 31.6892 32.7079 1.0 546.0 0.0
26.8086 31.6892 32.7079 1.0 549.0 0.0
26.8086 31.6892 32.7079 1.0 552.0 0.0
26.8086 31.6892 32.7079 1.0 555.0 0.0
26.8086 31.6892 32.7079 1.0 558.0 0.0
26.8086 31.6892 32.7079 1.0 561.0 0.0
26.8086 31.6892 32.7079 1.0 564.0 0.0
26.8086 31.6892 32.7079 1.0 567.0 0.0
26.8086 31.6892 32.7079 1.0 570.0 0.0
26.8086 31.6892 32.7079 1.0 573.0 0.0
26.8086 31.6892 32.7079 1.0 576.0 0.0
26.8086 31.6892 32.7079 1.0 579.0 0.0
26.8086 31.6892 32.7079 1.0 582.0 0.0
26.8086 31.6892 32.7079 1.0 585.0 0.0
26.8086 31.6892 32.7079 1.0 588.0 0.0
26.8086 31.6892 32.7079 1.0 591.0 0.0
26.8086 31.6892 32.7079 1.0 594.0 0.0
26.8086 31.6892 32.7079 1.0 597.0 0.0
26.8086 31.6892 32.7079 1.0 600.0 0.0
26.8086 31.6892 32.7079 1.0 603.0 0.0
26.8086 31.6892 32.7079 1.0 606.0 0.0
26.8086 31.6892 32.7079 1.0 609.0 0.0
26.8086 31.6892 32.7079 1.0 612.0 0.0
26.8086 31.6892 32.7079 1.0 615.0 0.0
26.8086 31.6892 32.7079 1.0 618.0 0.0
26.8086 31.6892 32.7079 1.0 621.0 0.0
26.8086 31.6892 32.7079 1.0 624.0 0.0
26.8086 31.6892 32.7079 1.0 627.0 0.0
26.8086 31.6892 32.7079 1.0 630.0 0.0
26.8086 31.6892 32.7079 1.0 633.0 0.0
26.8086 31.6892 32.7079 1.0 636.0 0.0
26.8086 31.6892 32.7079 1.0 639.0 0.0
26.8086 31.6892 32.7079 1.0 642.0 0.0
26.8086 31.6892 32.7079 1.0 645.0 0.0
26.8086 31.6892 32.7079 1.0 648.0 0.0
26.8086 31.6892 32.7079 1.0 651.0 0.0
26.8086 31.6892 32.7079 1.0 654.0 0.0
26.8086 31.6892 32.7079 1.0 657.0 0.0
26.8086 31.6892 32.7079 1.0 660.0 0.0
26.8086 31.6892 32.7079 1.0 663.0 0.0
26.8086 31.6892 32.7079 1.0 666.0 0.0
26.8086 31.6892 32.7079 1.0 669.0 0.0
26.8086 31.6892 32.7079 1.0 672.0 0.0
26.8086 31.6892 32.7079 1.0 675.0 0.0
26.8086 31.6892 32.7079 1.0 678.0 0.0
26.8086 31.6892 32.7079 1.0 681.0 0.0
26.8086 31.6892 32.7079 1.0 684.0 0.0
26.8086 31.6892 32.7079 1.0 687.0 0.0
26.8086 31.6892 32.7079 1.0 690.0 0.0
26.8086 31.6892 32.7079 1.0 693.0 0.0
26.8086 31.6892 32.7079 1.0 696.0 0.0
26.8086 31.6892 32.7079 1.0 699.0 0.0
26.8086 31.6892 32.7079 1.0 702.0 0.0
26.8086 31.6892 32.7079 1.0 705.0 0.0
26.8086 31.6892 32.7079 1.0 708.0 0.0
26.8086 31.6892 32.7079 1.0 711.0 0.0
26.8086 31.6892 32.7079 1.0 714.0 0.0
26.8086 31.6892 32.7079 1.0 717.0 0.0
26.8086 31.6892 32.7079 1.0 720.0 0.0
26.8086 31.6892 32.7079 1.0 723.0 0.0
26.8086 31.6892 32.7079 1.0 726.0 0.0
26.8086 31.6892 32.7079 1.0 729.0 0.0
26.8086 31.6892 32.7079 1.0 732.0 0.0
26.8086 31.6892 32.7079 1.0 735.0 0.0
26.8086 31.6892 32.7079 1.0 738.0 0.0
26.8086 31.6892 32.7079 1.0 741.0 0.0
26.8086 31.6892 32.7079 1.0 744.0 0.0
26.8086 31.6892 32.7079 1.0 747.0 0.0
26.8086 31.6892 32.7079 1.0 750.0 0.0
