300.0 -12.236038
303.0 -12.218232
306.0 -12.200427
309.0 -12.182622
312.0 -12.164817
315.0 -12.149776
318.0 -12.137572
321.0 -12.129131
324.0 -12.120689
327.0 -12.112248
330.0 -12.1038065
333.0 -12.095815
336.0 -12.088271
339.0 -12.080728
342.0 -12.073184
345.0 -12.065641
348.0 -12.058098
351.0 -12.050555
354.0 -12.04301
357.0 -12.035468
360.0 -12.027926
363.0 -12.020382
366.0 -12.012838
369.0 -12.005296
372.0 -11.997752
375.0 -11.990209
378.0 -11.982665
381.0 -11.9751215
384.0 -11.96758
387.0 -11.960034
390.0 -11.952493
393.0 -11.944949
396.0 -11.937406
399.0 -11.929863
402.0 -11.92232
405.0 -11.914776
408.0 -11.907232
411.0 -11.89969
414.0 -11.892147
417.0 -11.884603
420.0 -11.87706
423.0 -11.869517
426.0 -11.861974
429.0 -11.85443
432.0 -11.84747
435.0 -11.841766
438.0 -11.8360615
441.0 -11.8303585
444.0 -11.824618
447.0 -11.81848
450.0 -11.81234
453.0 -11.8062
456.0 -11.80006
459.0 -11.79392
462.0 -11.78778
465.0 -11.781641
468.0 -11.775018
471.0 -11.7683
474.0 -11.761582
477.0 -11.754867
480.0 -11.748149
483.0 -11.741432
486.0 -11.7347145
489.0 -11.727997
492.0 -11.721281
495.0 -11.714563
498.0 -11.707845
501.0 -11.701128
504.0 -11.694411
507.0 -11.687695
510.0 -11.680977
513.0 -11.67426
516.0 -11.667542
519.0 -11.660825
522.0 -11.65372
525.0 -11.646452
528.0 -11.639184
531.0 -11.631917
534.0 -11.624649
537.0 -11.617381
540.0 -11.610114
543.0 -11.602887
546.0 -11.595704
549.0 -11.588485
552.0 -11.580968
555.0 -11.57345
558.0 -11.565934
561.0 -11.558415
564.0 -11.550899
567.0 -11.543381
570.0 -11.535863
573.0 -11.528346
576.0 -11.520827
579.0 -11.51331
582.0 -11.505792
585.0 -11.498275
588.0 -11.490758
591.0 -11.483239
594.0 -11.475722
597.0 -11.468205
600.0 -11.460687
603.0 -11.453015
606.0 -11.445315
609.0 -11.440216
612.0 -11.435575
615.0 -11.430934
618.0 -11.426294
621.0 -11.422301
624.0 -11.418342
627.0 -11.41438
630.0 -11.410421
633.0 -11.406461
636.0 -11.402501
639.0 -11.398541
642.0 -11.39458
645.0 -11.39062
648.0 -11.386661
651.0 -11.382701
654.0 -11.37874
657.0 -11.37478
660.0 -11.37082
663.0 -11.36686
666.0 -11.3629
669.0 -11.358939
672.0 -11.3549795
675.0 -11.35102
678.0 -11.347058
681.0 -11.3431
684.0 -11.339139
687.0 -11.335179
690.0 -11.33122
693.0 -11.327258
696.0 -11.323299
699.0 -11.319339
702.0 -11.315379
705.0 -11.3114195
708.0 -11.307458
711.0 -11.303499
714.0 -11.299539
717.0 -11.295578
720.0 -11.291618
723.0 -11.287658
726.0 -11.283698
729.0 -11.279738
732.0 -11.275778
735.0 -11.271818
738.0 -11.2678585
741.0 -11.263898
744.0 -11.259937
747.0 -11.255978
750.0 -11.252017
753.0 -11.248057
756.0 -11.244096
759.0 -11.240136
762.0 -11.236177
765.0 -11.232217
768.0 -11.228257
771.0 -11.224297
774.0 -11.220337
