temperature   1(scheme2)   2    3    4    scheme3   scheme4   scheme5   
1750.0 -10.3637495 -10.8404045 -10.309009 -10.462682 -10.504387666666668 -10.49396125 -10.378480166666668
1760.0 -10.359441 -10.833467 -10.302594 -10.461762 -10.498500666666667 -10.489316 -10.374599
1770.0 -10.355132 -10.826528 -10.29618 -10.460842 -10.492613333333333 -10.4846705 -10.370717999999998
1780.0 -10.350823 -10.819588 -10.289765 -10.459924 -10.486725333333334 -10.480025000000001 -10.366837333333335
1790.0 -10.346515 -10.812649 -10.28335 -10.459004 -10.480838 -10.4753795 -10.362956333333335
1800.0 -10.342206 -10.805711 -10.276937 -10.458085 -10.474951333333333 -10.47073475 -10.359076
1810.0 -10.337897 -10.798771 -10.270521 -10.457166 -10.469063 -10.46608875 -10.355194666666668
1820.0 -10.33359 -10.791832 -10.264107 -10.4560585 -10.463176333333333 -10.461396875 -10.35125183333333
1830.0 -10.329281 -10.784894 -10.257691 -10.454933 -10.457288666666665 -10.456699749999999 -10.347301666666667
1840.0 -10.324972 -10.777954 -10.251277 -10.45381 -10.451400999999999 -10.45200325 -10.343353
1850.0 -10.320664 -10.771015 -10.244863 -10.452685 -10.445514000000001 -10.447306750000001 -10.339404000000002
1860.0 -10.316356 -10.764076 -10.238448 -10.45156 -10.439626666666667 -10.44261 -10.335454666666667
1870.0 -10.312047 -10.757137 -10.232034 -10.450437 -10.433739333333333 -10.43791375 -10.331506
1880.0 -10.307738 -10.750199 -10.225619 -10.449311 -10.427852000000001 -10.433216750000001 -10.327556000000001
1890.0 -10.303429 -10.743259 -10.219205 -10.448188 -10.421964333333333 -10.42852025 -10.323607333333333
1900.0 -10.299121 -10.7363205 -10.21279 -10.4470625 -10.416077166666666 -10.4238235 -10.319657833333332
1910.0 -10.294813 -10.727985 -10.206375 -10.445938 -10.409724333333335 -10.41877775 -10.315708666666666
1920.0 -10.2905035 -10.719647 -10.199962 -10.444813 -10.403370833333334 -10.413731375000001 -10.311759499999999
1930.0 -10.286195 -10.711174 -10.193546 -10.443688 -10.396971666666666 -10.40865075 -10.307809666666666
1940.0 -10.281886 -10.70216 -10.187132 -10.442563 -10.390392666666665 -10.40343525 -10.303860333333333
1950.0 -10.277577 -10.693145 -10.1807165 -10.441439 -10.383812833333335 -10.398219375000002 -10.299910833333335
1960.0 -10.273269 -10.684132 -10.174304 -10.440314 -10.377235 -10.39300475 -10.295962333333334
1970.0 -10.268961 -10.6751175 -10.167889 -10.439191 -10.370655833333332 -10.387789625 -10.292013666666668
1980.0 -10.264652 -10.666103 -10.162474 -10.438066 -10.364409666666665 -10.38282375 -10.288397333333334
1990.0 -10.260344 -10.65709 -10.158383 -10.436941 -10.358605666666667 -10.3781895 -10.285222666666668
2000.0 -10.256035 -10.648075 -10.154395 -10.435817 -10.352835 -10.373580500000001 -10.282082333333333
2010.0 -10.251726 -10.639062 -10.150409 -10.434691 -10.347065666666667 -10.368972 -10.278942
2020.0 -10.247417 -10.630047 -10.1464205 -10.433566 -10.341294833333334 -10.364362625 -10.275801166666668
2030.0 -10.243108 -10.621033 -10.142432 -10.432443 -10.335524333333334 -10.359753999999999 -10.272661
2040.0 -10.238801 -10.61202 -10.138444 -10.431317 -10.329755 -10.355145499999999 -10.269520666666667
2050.0 -10.234492 -10.603004 -10.134458 -10.430193 -10.323984666666668 -10.35053675 -10.266380999999999
2060.0 -10.230184 -10.59399 -10.130468 -10.429069 -10.318214 -10.34592775 -10.263240333333334
2070.0 -10.225875 -10.584977 -10.126481 -10.427945 -10.312444333333334 -10.3413195 -10.260100333333334
2080.0 -10.221566 -10.575963 -10.122494 -10.42682 -10.306674333333332 -10.336710749999998 -10.25696
2090.0 -10.2172575 -10.566949 -10.118663 -10.425694 -10.3009565 -10.332140875 -10.2538715
2100.0 -10.212949 -10.559292 -10.1150875 -10.424571 -10.295776166666668 -10.327974875 -10.250869166666666
2110.0 -10.208641 -10.55272 -10.111512 -10.423446 -10.290957666666666 -10.32407975 -10.247866333333333
2120.0 -10.204331 -10.546148 -10.107937 -10.422321 -10.286138666666666 -10.32018425 -10.244863
2130.0 -10.200023 -10.539577 -10.104361 -10.421197 -10.281320333333333 -10.3162895 -10.241860333333333
2140.0 -10.195715 -10.533005 -10.100785 -10.4200735 -10.276501666666666 -10.312394625 -10.238857833333334
2150.0 -10.191406 -10.526434 -10.09721 -10.418947 -10.271683333333334 -10.30849925 -10.235854333333334
2160.0 -10.187097 -10.517696 -10.093635 -10.417823 -10.266142666666667 -10.30406275 -10.232851666666667
2170.0 -10.182789 -10.508674 -10.09006 -10.416698 -10.260507666666667 -10.299555250000001 -10.229849
2180.0 -10.178479 -10.499652 -10.086484 -10.415574 -10.254871666666666 -10.29504725 -10.226845666666668
2190.0 -10.174842 -10.490583 -10.082909 -10.414449 -10.249444666666667 -10.29069575 -10.224066666666666
2200.0 -10.171654 -10.479793 -10.079334 -10.413324 -10.243593666666667 -10.286026249999999 -10.221437333333332
2210.0 -10.168468 -10.469003 -10.075758 -10.4122 -10.237743 -10.281357250000001 -10.218808666666668
2220.0 -10.165281 -10.458211 -10.072183 -10.411076 -10.231891666666668 -10.27668775 -10.216180000000001
2230.0 -10.162094 -10.44742 -10.068608 -10.40995 -10.226040666666664 -10.272018 -10.213550666666668
2240.0 -10.158906 -10.436628 -10.065032 -10.408828 -10.220188666666667 -10.2673485 -10.210922
2250.0 -10.155719 -10.425837 -10.061456 -10.4077015 -10.214337333333333 -10.262678375 -10.208292166666666
2260.0 -10.152533 -10.415045 -10.057881 -10.406577 -10.208486333333333 -10.258009 -10.205663666666666
2270.0 -10.149345 -10.404255 -10.054306 -10.405453 -10.202635333333333 -10.25333975 -10.203034666666667
2280.0 -10.146159 -10.393463 -10.050731 -10.404327 -10.196784333333333 -10.24867 -10.200405666666668
2290.0 -10.142971 -10.385582 -10.047155 -10.403203 -10.191902666666666 -10.24472775 -10.197776333333332
2300.0 -10.139785 -10.377781 -10.04358 -10.402079 -10.187048666666668 -10.24080625 -10.195148000000001
2310.0 -10.136598 -10.369981 -10.040006 -10.400954 -10.182195 -10.23688475 -10.192519333333331
2320.0 -10.13341 -10.362181 -10.036428 -10.399829 -10.177339666666667 -10.232962 -10.189888999999999
2330.0 -10.130223 -10.354382 -10.032852 -10.398705 -10.172485666666667 -10.2290405 -10.18726
2340.0 -10.127037 -10.3465805 -10.029278 -10.39758 -10.167631833333333 -10.225118875 -10.184631666666666
2350.0 -10.123849 -10.338779 -10.025702 -10.396456 -10.162776666666668 -10.221196500000001 -10.182002333333335
2360.0 -10.120662 -10.33098 -10.022127 -10.395331 -10.157922999999998 -10.217274999999999 -10.179373333333332
2370.0 -10.1174755 -10.323179 -10.018552 -10.394206 -10.153068833333334 -10.213353125000001 -10.1767445
2380.0 -10.114288 -10.315378 -10.014976 -10.393082 -10.148214000000001 -10.209431 -10.174115333333333
2390.0 -10.111101 -10.30758 -10.011401 -10.391957 -10.143360666666666 -10.20550975 -10.171486333333332
2400.0 -10.107915 -10.299779 -10.007825 -10.390834 -10.138506333333334 -10.20158825 -10.168858
2410.0 -10.104728 -10.29198 -10.004617 -10.3897085 -10.133775 -10.197758375 -10.166351166666665
2420.0 -10.101541 -10.284179 -10.001462 -10.388584 -10.129060666666666 -10.1939415 -10.163862333333334
2430.0 -10.098353 -10.276474 -9.998307 -10.387461 -10.124378 -10.19014875 -10.161373666666668
2440.0 -10.095166 -10.269903 -9.995152 -10.386334 -10.120073666666665 -10.186638749999998 -10.158884
2450.0 -10.091979 -10.26333 -9.991996 -10.38521 -10.115768333333333 -10.18312875 -10.156395000000002
2460.0 -10.088792 -10.25676 -9.988841 -10.384086 -10.111464333333332 -10.17961975 -10.153906333333333
2470.0 -10.085605 -10.250187 -9.985687 -10.38296 -10.107159666666666 -10.176109749999998 -10.151417333333333
2480.0 -10.0824175 -10.243615 -9.9825325 -10.381836 -10.102855 -10.17260025 -10.148928666666666
2490.0 -10.07923 -10.237042 -9.979376 -10.380712 -10.098549333333333 -10.16909 -10.146439333333333
