avg_loss_train: 0.011941660811908015 avg_loss: 0.0382683852924542
300.0 -12.579983 -12.152089
308.0 -12.534183 -12.130843
316.0 -12.490417 -12.109595
324.0 -12.448541 -12.0883465
332.0 -12.408423 -12.0671
340.0 -12.369948 -12.045935
348.0 -12.333007 -12.025885
356.0 -12.2975025 -12.005278
364.0 -12.263343 -11.98467
372.0 -12.230448 -11.964062
380.0 -12.198741 -11.943479
388.0 -12.168154 -11.923009
396.0 -12.13862 -11.902539
404.0 -12.110084 -11.88207
412.0 -12.082488 -11.8616
420.0 -12.055783 -11.84113
428.0 -12.029922 -11.820661
436.0 -12.00486 -11.800191
444.0 -11.980558 -11.779721
452.0 -11.956979 -11.759252
460.0 -11.934085 -11.7368355
468.0 -11.911845 -11.714195
476.0 -11.890228 -11.691556
484.0 -11.8692045 -11.668918
492.0 -11.848748 -11.645246
500.0 -11.828834 -11.62157
508.0 -11.809437 -11.597896
516.0 -11.790535 -11.578495
524.0 -11.772108 -11.562772
532.0 -11.754136 -11.547049
540.0 -11.736599 -11.531325
548.0 -11.7194805 -11.515603
556.0 -11.702763 -11.49988
564.0 -11.686431 -11.484157
572.0 -11.67047 -11.468348
580.0 -11.654865 -11.452369
588.0 -11.639604 -11.436391
596.0 -11.624673 -11.420411
604.0 -11.61006 -11.404432
612.0 -11.595755 -11.3884535
620.0 -11.581744 -11.372474
628.0 -11.56802 -11.356495
636.0 -11.554571 -11.340517
644.0 -11.5413885 -11.324537
652.0 -11.528463 -11.308558
660.0 -11.515787 -11.29258
668.0 -11.503351 -11.276601
676.0 -11.491148 -11.264041
684.0 -11.479171 -11.255544
692.0 -11.467411 -11.2470455
700.0 -11.455863 -11.238547
708.0 -11.44452 -11.230049
716.0 -11.433375 -11.222499
724.0 -11.422423 -11.216321
732.0 -11.411658 -11.210143
740.0 -11.401074 -11.203964
748.0 -11.390667 -11.197786
756.0 -11.380431 -11.191607
764.0 -11.370361 -11.18543
772.0 -11.360453 -11.179252
780.0 -11.350701 -11.173073
788.0 -11.341103 -11.166894
796.0 -11.331653 -11.160716
804.0 -11.322348 -11.154538
812.0 -11.313183 -11.14836
820.0 -11.304155 -11.142182
828.0 -11.295261 -11.136004
836.0 -11.286498 -11.129825
844.0 -11.277861 -11.123648
852.0 -11.269347 -11.117469
860.0 -11.260954 -11.111291
868.0 -11.252678 -11.105112
876.0 -11.244517 -11.098933
884.0 -11.236468 -11.092755
892.0 -11.228528 -11.086577
900.0 -11.220695 -11.0803995
908.0 -11.212965 -11.074222
916.0 -11.205337 -11.068043
924.0 -11.197808 -11.061865
932.0 -11.190376 -11.055686
940.0 -11.18304 -11.049508
948.0 -11.175796 -11.04333
956.0 -11.168641 -11.037152
964.0 -11.161576 -11.030973
972.0 -11.154598 -11.024795
980.0 -11.147704 -11.018617
988.0 -11.140893 -11.012439
996.0 -11.134164 -11.006261
1004.0 -11.127513 -11.000083
1012.0 -11.120941 -10.993905
1020.0 -11.114445 -10.987725
1028.0 -11.108023 -10.981547
1036.0 -11.101674 -10.975369
1044.0 -11.095397 -10.969192
1052.0 -11.0891905 -10.963014
