2420.0 -10.955781 -10.755294
1810.0 -10.512076 -10.432397
777.0 -11.571516 -11.395182
2240.0 -10.993283 -10.737597
1240.0 -10.876527 -10.455107
783.0 -11.2005005 -10.786482
693.0 -11.467584 -11.620635
1840.0 -11.048197 -11.115932
657.0 -11.50686 -11.277185
603.0 -11.632387 -11.627403
1110.0 -10.967113 -10.744835
402.0 -11.733426 -11.856995
2120.0 -10.371614 -10.911351
393.0 -11.60667 -11.779955
1020.0 -11.064639 -11.007963
567.0 -11.683232 -11.581559
468.0 -11.90924 -11.824199
1280.0 -10.846574 -10.853589
423.0 -11.677165 -11.852502
1280.0 -11.455196 -11.236142
339.0 -11.770246 -11.901291
1360.0 -10.789821 -10.862033
1740.0 -10.564489 -10.861991
612.0 -11.438826 -11.470594
1890.0 -11.366619 -10.897939
1780.0 -10.483447 -10.724734
576.0 -11.655183 -11.604684
1930.0 -10.47195 -10.776792
1200.0 -11.470027 -11.248909
2110.0 -10.989096 -10.961279
474.0 -11.761292 -11.683073
1080.0 -11.008862 -11.105443
654.0 -11.49229 -11.573416
687.0 -11.458068 -11.402414
2150.0 -10.359254 -10.79001
870.0 -11.223419 -11.205309
510.0 -11.720944 -11.637421
777.0 -11.339822 -11.294473
950.0 -11.031404 -11.067471
1830.0 -11.373897 -10.966916
618.0 -11.516414 -11.544055
462.0 -11.775578 -11.689507
546.0 -11.569095 -11.74113
1720.0 -10.557987 -10.656956
1320.0 -11.215065 -11.233224
594.0 -11.533274 -11.552792
639.0 -11.378526 -11.379819
369.0 -12.206035 -11.911023
1290.0 -11.22551 -11.220902
453.0 -11.648225 -11.67016
2190.0 -10.411493 -10.702897
2260.0 -11.326438 -10.846935
1630.0 -11.138916 -11.038058
2100.0 -10.991147 -10.872472
1220.0 -10.891932 -10.939682
747.0 -11.409623 -11.393658
783.0 -11.331799 -11.344167
459.0 -11.77922 -11.761815
747.0 -11.259614 -11.337865
783.0 -11.4154215 -11.597232
2410.0 -11.312053 -11.030744
1980.0 -10.43199 -10.79846
1700.0 -11.082333 -11.1094675
636.0 -11.403461 -11.425663
690.0 -11.436585 -11.469705
597.0 -11.53113 -11.776974
1430.0 -10.726968 -10.858552
747.0 -11.435541 -11.534865
507.0 -11.813186 -11.64024
483.0 -11.624273 -11.523899
1820.0 -11.076465 -11.003039
2030.0 -10.409895 -10.747417
1830.0 -10.543497 -10.687148
441.0 -11.659571 -11.71071
1270.0 -10.853958 -10.861477
444.0 -11.965748 -11.7348385
1910.0 -10.463994 -10.636884
1120.0 -11.485941 -11.1250305
486.0 -11.685484 -11.549574
1690.0 -11.084876 -10.906378
1610.0 -11.105783 -11.262291
860.0 -11.375281 -11.227488
2350.0 -10.299167 -10.643181
498.0 -11.597383 -11.554303
453.0 -11.7865925 -11.665186
1460.0 -11.147923 -11.103981
318.0 -11.895555 -11.874218
516.0 -11.593081 -11.748072
1250.0 -10.853174 -10.940067
950.0 -11.332632 -11.45051
711.0 -11.30312 -11.318081
399.0 -11.70179 -11.673337
549.0 -11.709806 -11.762342
462.0 -11.663375 -11.70136
2380.0 -11.314855 -10.625041
381.0 -11.833213 -11.861101
348.0 -11.637141 -11.643873
1350.0 -10.724554 -10.669556
1530.0 -11.414455 -11.119354
2040.0 -10.422927 -10.596353
1350.0 -11.1932125 -11.158743
1860.0 -11.060382 -11.094271
1010.0 -11.004847 -11.149489
783.0 -11.393362 -11.393776
910.0 -11.351072 -11.304638
672.0 -11.5273485 -11.570017
1640.0 -11.097825 -11.1502
2170.0 -10.418173 -10.682278
450.0 -11.704775 -11.713541
1230.0 -10.805789 -10.934903
1270.0 -11.207937 -11.201251
525.0 -11.524346 -11.557626
1910.0 -11.364246 -10.991003
880.0 -11.542125 -11.408603
363.0 -11.626877 -11.679096
2080.0 -10.995279 -10.971227
1860.0 -11.043532 -11.383249
1220.0 -10.876274 -11.084575
960.0 -11.124514 -11.177622
687.0 -11.562531 -11.553677
627.0 -11.395148 -11.379988
1430.0 -10.674334 -10.704984
384.0 -11.71792 -11.667048
870.0 -11.128681 -11.164477
744.0 -11.372459 -11.377969
588.0 -11.451482 -11.405618
438.0 -11.662455 -11.611631
300.0 -11.810232 -11.837666
