	X1	X2	X3	product	temperature	logk(T)
OHR2	12.817	13.5618	10.817	1	920	-11.1670098
OHR2	12.817	13.5618	10.817	1	930	-11.15617767
OHR2	12.817	13.5618	10.817	1	940	-11.14548658
OHR2	12.817	13.5618	10.817	1	950	-11.13493303
OHR2	12.817	13.5618	10.817	1	960	-11.12451363
OHR2	12.817	13.5618	10.817	1	970	-11.11422511
OHR2	12.817	13.5618	10.817	1	980	-11.10406432
OHR2	12.817	13.5618	10.817	1	990	-11.09402823
OHR2	12.817	13.5618	10.817	1	1000	-11.0841139
OHR2	12.817	13.5618	10.817	1	1010	-11.07431848
OHR2	12.817	13.5618	10.817	1	1020	-11.06463926
OHR2	12.817	13.5618	10.817	1	1030	-11.05507356
OHR2	12.817	13.5618	10.817	1	1040	-11.04561885
OHR2	12.817	13.5618	10.817	1	1050	-11.03627264
OHR2	12.817	13.5618	10.817	1	1060	-11.02703253
OHR2	12.817	13.5618	10.817	1	1070	-11.01789622
OHR2	12.817	13.5618	10.817	1	1080	-11.00886144
OHR2	12.817	13.5618	10.817	1	1090	-10.99992603
OHR2	12.817	13.5618	10.817	1	1100	-10.99108789
OHR2	12.817	13.5618	10.817	1	1110	-10.98234497
OHR2	12.817	13.5618	10.817	1	1120	-10.97369529
OHR2	12.817	13.5618	10.817	1	1130	-10.96513693
OHR2	12.817	13.5618	10.817	1	1140	-10.95666804
OHR2	12.817	13.5618	10.817	1	1150	-10.9482868
OHR2	12.817	13.5618	10.817	1	1160	-10.93999146
OHR2	12.817	13.5618	10.817	1	1170	-10.93178033
OHR2	12.817	13.5618	10.817	1	1180	-10.92365174
OHR2	12.817	13.5618	10.817	1	1190	-10.9156041
OHR2	12.817	13.5618	10.817	1	1200	-10.90763584
OHR2	12.817	13.5618	10.817	1	1210	-10.89974545
OHR2	12.817	13.5618	10.817	1	1220	-10.89193145
OHR2	12.817	13.5618	10.817	1	1230	-10.88419241
OHR2	12.817	13.5618	10.817	1	1240	-10.87652695
OHR2	12.817	13.5618	10.817	1	1250	-10.86893369
OHR2	12.817	13.5618	10.817	1	1260	-10.86141133
OHR2	12.817	13.5618	10.817	1	1270	-10.85395858
OHR2	12.817	13.5618	10.817	1	1280	-10.84657419
OHR2	12.817	13.5618	10.817	1	1290	-10.83925695
OHR2	12.817	13.5618	10.817	1	1300	-10.83200566
OHR2	12.817	13.5618	10.817	1	1310	-10.82481917
OHR2	12.817	13.5618	10.817	1	1320	-10.81769636
OHR2	12.817	13.5618	10.817	1	1330	-10.81063613
OHR2	12.817	13.5618	10.817	1	1340	-10.80363742
OHR2	12.817	13.5618	10.817	1	1350	-10.79669918
OHR2	12.817	13.5618	10.817	1	1360	-10.78982039
OHR2	12.817	13.5618	10.817	1	1370	-10.78300007
OHR2	12.817	13.5618	10.817	1	1380	-10.77623724
OHR2	12.817	13.5618	10.817	1	1390	-10.76953096
OHR2	12.817	13.5618	10.817	1	1400	-10.76288032
OHR2	12.817	13.5618	10.817	1	1410	-10.75628441
OHR2	12.817	13.5618	10.817	1	1420	-10.74974236
OHR2	12.817	13.5618	10.817	1	1430	-10.74325331
OHR2	12.817	13.5618	10.817	1	1440	-10.73681642
OHR2	12.817	13.5618	10.817	1	1450	-10.73043087
OHR2	12.817	13.5618	10.817	1	1460	-10.72409587
OHR2	12.817	13.5618	10.817	1	1470	-10.71781064
OHR2	12.817	13.5618	10.817	1	1480	-10.71157441
OHR2	12.817	13.5618	10.817	1	1490	-10.70538644
OHR2	12.817	13.5618	10.817	1	1500	-10.699246
OHR2	12.817	13.5618	10.817	1	1510	-10.69315238
OHR2	12.817	13.5618	10.817	1	1520	-10.68710487
OHR2	12.817	13.5618	10.817	1	1530	-10.6811028
OHR2	12.817	13.5618	10.817	1	1540	-10.67514551
OHR2	12.817	13.5618	10.817	1	1550	-10.66923233
OHR2	12.817	13.5618	10.817	1	1560	-10.66336263
OHR2	12.817	13.5618	10.817	1	1570	-10.65753579
OHR2	12.817	13.5618	10.817	1	1580	-10.65175119
OHR2	12.817	13.5618	10.817	1	1590	-10.64600824
OHR2	12.817	13.5618	10.817	1	1600	-10.64030634
OHR2	12.817	13.5618	10.817	1	1610	-10.63464493
OHR2	12.817	13.5618	10.817	1	1620	-10.62902344
OHR2	12.817	13.5618	10.817	1	1630	-10.62344132
OHR2	12.817	13.5618	10.817	1	1640	-10.61789804
OHR2	12.817	13.5618	10.817	1	1650	-10.61239305
OHR2	12.817	13.5618	10.817	1	1660	-10.60692585
OHR2	12.817	13.5618	10.817	1	1670	-10.60149593
OHR2	12.817	13.5618	10.817	1	1680	-10.59610278
OHR2	12.817	13.5618	10.817	1	1690	-10.59074593
OHR2	12.817	13.5618	10.817	1	1700	-10.58542488
OHR2	12.817	13.5618	10.817	1	1710	-10.58013918
OHR2	12.817	13.5618	10.817	1	1720	-10.57488837
OHR2	12.817	13.5618	10.817	1	1730	-10.56967198
OHR2	12.817	13.5618	10.817	1	1740	-10.56448958
OHR2	12.817	13.5618	10.817	1	1750	-10.55934074
OHR2	12.817	13.5618	10.817	1	1760	-10.55422503
OHR2	12.817	13.5618	10.817	1	1770	-10.54914202
OHR2	12.817	13.5618	10.817	1	1780	-10.54409132
OHR2	12.817	13.5618	10.817	1	1790	-10.53907252
OHR2	12.817	13.5618	10.817	1	1800	-10.53408521
OHR2	12.817	13.5618	10.817	1	1810	-10.52912902
OHR2	12.817	13.5618	10.817	1	1820	-10.52420357
OHR2	12.817	13.5618	10.817	1	1830	-10.51930847
OHR2	12.817	13.5618	10.817	1	1840	-10.51444336
OHR2	12.817	13.5618	10.817	1	1850	-10.50960789
OHR2	12.817	13.5618	10.817	1	1860	-10.50480169
OHR2	12.817	13.5618	10.817	1	1870	-10.50002442
OHR2	12.817	13.5618	10.817	1	1880	-10.49527573
OHR2	12.817	13.5618	10.817	1	1890	-10.4905553
OHR2	12.817	13.5618	10.817	1	1900	-10.48586278
OHR2	12.817	13.5618	10.817	1	1910	-10.48119786
OHR2	12.817	13.5618	10.817	1	1920	-10.47656022
OHR2	12.817	13.5618	10.817	1	1930	-10.47194953
OHR2	12.817	13.5618	10.817	1	1940	-10.46736551
OHR2	12.817	13.5618	10.817	1	1950	-10.46280783
OHR2	12.817	13.5618	10.817	1	1960	-10.45827621
OHR2	12.817	13.5618	10.817	1	1970	-10.45377034
OHR2	12.817	13.5618	10.817	1	1980	-10.44928995
OHR2	12.817	13.5618	10.817	1	1990	-10.44483475
OHR2	12.817	13.5618	10.817	1	2000	-10.44040446
OHR2	12.817	13.5618	10.817	1	2010	-10.4359988
OHR2	12.817	13.5618	10.817	1	2020	-10.43161752
OHR2	12.817	13.5618	10.817	1	2030	-10.42726033
OHR2	12.817	13.5618	10.817	1	2040	-10.42292698
OHR2	12.817	13.5618	10.817	1	2050	-10.41861722
OHR2	12.817	13.5618	10.817	1	2060	-10.41433079
OHR2	12.817	13.5618	10.817	1	2070	-10.41006744
OHR2	12.817	13.5618	10.817	1	2080	-10.40582693
OHR2	12.817	13.5618	10.817	1	2090	-10.40160902
OHR2	12.817	13.5618	10.817	1	2100	-10.39741346
OHR2	12.817	13.5618	10.817	1	2110	-10.39324003
OHR2	12.817	13.5618	10.817	1	2120	-10.3890885
OHR2	12.817	13.5618	10.817	1	2130	-10.38495864
OHR2	12.817	13.5618	10.817	1	2140	-10.38085022
OHR2	12.817	13.5618	10.817	1	2150	-10.37676303
OHR2	12.817	13.5618	10.817	1	2160	-10.37269685
OHR2	12.817	13.5618	10.817	1	2170	-10.36865147
OHR2	12.817	13.5618	10.817	1	2180	-10.36462668
OHR2	12.817	13.5618	10.817	1	2190	-10.36062227
OHR2	12.817	13.5618	10.817	1	2200	-10.35663804
OHR2	12.817	13.5618	10.817	1	2210	-10.35267379
OHR2	12.817	13.5618	10.817	1	2220	-10.34872931
OHR2	12.817	13.5618	10.817	1	2230	-10.34480443
OHR2	12.817	13.5618	10.817	1	2240	-10.34089893
OHR2	12.817	13.5618	10.817	1	2250	-10.33701265
OHR2	12.817	13.5618	10.817	1	2260	-10.33314538
OHR2	12.817	13.5618	10.817	1	2270	-10.32929694
OHR2	12.817	13.5618	10.817	1	2280	-10.32546716
OHR2	12.817	13.5618	10.817	1	2290	-10.32165586
OHR2	12.817	13.5618	10.817	1	2300	-10.31786285
OHR2	12.817	13.5618	10.817	1	2310	-10.31408797
OHR2	12.817	13.5618	10.817	1	2320	-10.31033105
OHR2	12.817	13.5618	10.817	1	2330	-10.30659192
OHR2	12.817	13.5618	10.817	1	2340	-10.3028704
OHR2	12.817	13.5618	10.817	1	2350	-10.29916634
OHR2	12.817	13.5618	10.817	1	2360	-10.29547957
OHR2	12.817	13.5618	10.817	1	2370	-10.29180995
OHR2	12.817	13.5618	10.817	1	2380	-10.28815729
OHR2	12.817	13.5618	10.817	1	2390	-10.28452147
OHR2	12.817	13.5618	10.817	1	2400	-10.28090231
OHR2	12.817	13.5618	10.817	1	2410	-10.27729967
OHR2	12.817	13.5618	10.817	1	2420	-10.2737134
OHR2	12.817	13.5618	10.817	1	2430	-10.27014336
OHR2	12.817	13.5618	10.817	1	2440	-10.26658939
OHR2	12.817	13.5618	10.817	1	2450	-10.26305136
OHR2	12.817	13.5618	10.817	1	2460	-10.25952912
OHR2	12.817	13.5618	10.817	1	2470	-10.25602254
OHR2	12.817	13.5618	10.817	1	2480	-10.25253147
OHR2	12.817	13.5618	10.817	1	2490	-10.24905578
OHR3	12.817	13.5618	10.817	2	300	-12.03025557
OHR3	12.817	13.5618	10.817	2	303	-12.02403793
OHR3	12.817	13.5618	10.817	2	306	-12.01790005
OHR3	12.817	13.5618	10.817	2	309	-12.01184001
OHR3	12.817	13.5618	10.817	2	312	-12.00585596
OHR3	12.817	13.5618	10.817	2	315	-11.99994613
OHR3	12.817	13.5618	10.817	2	318	-11.99410878
OHR3	12.817	13.5618	10.817	2	321	-11.98834225
OHR3	12.817	13.5618	10.817	2	324	-11.98264493
OHR3	12.817	13.5618	10.817	2	327	-11.97701525
OHR3	12.817	13.5618	10.817	2	330	-11.9714517
OHR3	12.817	13.5618	10.817	2	333	-11.96595283
OHR3	12.817	13.5618	10.817	2	336	-11.96051722
OHR3	12.817	13.5618	10.817	2	339	-11.95514351
OHR3	12.817	13.5618	10.817	2	342	-11.94983035
OHR3	12.817	13.5618	10.817	2	345	-11.94457647
OHR3	12.817	13.5618	10.817	2	348	-11.93938061
OHR3	12.817	13.5618	10.817	2	351	-11.93424158
OHR3	12.817	13.5618	10.817	2	354	-11.92915819
OHR3	12.817	13.5618	10.817	2	357	-11.9241293
OHR3	12.817	13.5618	10.817	2	360	-11.91915382
OHR3	12.817	13.5618	10.817	2	363	-11.91423067
OHR3	12.817	13.5618	10.817	2	366	-11.9093588
OHR3	12.817	13.5618	10.817	2	369	-11.90453721
OHR3	12.817	13.5618	10.817	2	372	-11.89976491
OHR3	12.817	13.5618	10.817	2	375	-11.89504095
OHR3	12.817	13.5618	10.817	2	378	-11.8903644
OHR3	12.817	13.5618	10.817	2	381	-11.88573435
OHR3	12.817	13.5618	10.817	2	384	-11.88114994
OHR3	12.817	13.5618	10.817	2	387	-11.87661029
OHR3	12.817	13.5618	10.817	2	390	-11.87211459
OHR3	12.817	13.5618	10.817	2	393	-11.86766203
OHR3	12.817	13.5618	10.817	2	396	-11.86325181
OHR3	12.817	13.5618	10.817	2	399	-11.85888318
OHR3	12.817	13.5618	10.817	2	402	-11.85455537
OHR3	12.817	13.5618	10.817	2	405	-11.85026768
OHR3	12.817	13.5618	10.817	2	408	-11.84601939
OHR3	12.817	13.5618	10.817	2	411	-11.8418098
OHR3	12.817	13.5618	10.817	2	414	-11.83763826
OHR3	12.817	13.5618	10.817	2	417	-11.83350409
OHR3	12.817	13.5618	10.817	2	420	-11.82940667
OHR3	12.817	13.5618	10.817	2	423	-11.82534536
OHR3	12.817	13.5618	10.817	2	426	-11.82131957
OHR3	12.817	13.5618	10.817	2	429	-11.81732869
OHR3	12.817	13.5618	10.817	2	432	-11.81337215
OHR3	12.817	13.5618	10.817	2	435	-11.80944938
OHR3	12.817	13.5618	10.817	2	438	-11.80555984
OHR3	12.817	13.5618	10.817	2	441	-11.80170298
OHR3	12.817	13.5618	10.817	2	444	-11.79787827
OHR3	12.817	13.5618	10.817	2	447	-11.79408521
OHR3	12.817	13.5618	10.817	2	450	-11.7903233
OHR3	12.817	13.5618	10.817	2	453	-11.78659203
OHR3	12.817	13.5618	10.817	2	456	-11.78289094
OHR3	12.817	13.5618	10.817	2	459	-11.77921956
OHR3	12.817	13.5618	10.817	2	462	-11.77557742
OHR3	12.817	13.5618	10.817	2	465	-11.77196408
OHR3	12.817	13.5618	10.817	2	468	-11.76837911
OHR3	12.817	13.5618	10.817	2	471	-11.76482207
OHR3	12.817	13.5618	10.817	2	474	-11.76129256
OHR3	12.817	13.5618	10.817	2	477	-11.75779015
OHR3	12.817	13.5618	10.817	2	480	-11.75431445
OHR3	12.817	13.5618	10.817	2	483	-11.75086506
OHR3	12.817	13.5618	10.817	2	486	-11.74744161
OHR3	12.817	13.5618	10.817	2	489	-11.74404372
OHR3	12.817	13.5618	10.817	2	492	-11.74067102
OHR3	12.817	13.5618	10.817	2	495	-11.73732315
OHR3	12.817	13.5618	10.817	2	498	-11.73399977
OHR3	12.817	13.5618	10.817	2	501	-11.73070051
OHR3	12.817	13.5618	10.817	2	504	-11.72742506
OHR3	12.817	13.5618	10.817	2	507	-11.72417307
OHR3	12.817	13.5618	10.817	2	510	-11.72094422
OHR3	12.817	13.5618	10.817	2	513	-11.71773819
OHR3	12.817	13.5618	10.817	2	516	-11.71455469
OHR3	12.817	13.5618	10.817	2	519	-11.71139338
OHR3	12.817	13.5618	10.817	2	522	-11.70825399
OHR3	12.817	13.5618	10.817	2	525	-11.70513622
OHR3	12.817	13.5618	10.817	2	528	-11.70203977
OHR3	12.817	13.5618	10.817	2	531	-11.69896437
OHR3	12.817	13.5618	10.817	2	534	-11.69590974
OHR3	12.817	13.5618	10.817	2	537	-11.69287561
OHR3	12.817	13.5618	10.817	2	540	-11.68986171
OHR3	12.817	13.5618	10.817	2	543	-11.68686779
OHR3	12.817	13.5618	10.817	2	546	-11.68389358
OHR3	12.817	13.5618	10.817	2	549	-11.68093884
OHR3	12.817	13.5618	10.817	2	552	-11.67800331
OHR3	12.817	13.5618	10.817	2	555	-11.67508677
OHR3	12.817	13.5618	10.817	2	558	-11.67218896
OHR3	12.817	13.5618	10.817	2	561	-11.66930966
OHR3	12.817	13.5618	10.817	2	564	-11.66644863
OHR3	12.817	13.5618	10.817	2	567	-11.66360566
OHR3	12.817	13.5618	10.817	2	570	-11.66078053
OHR3	12.817	13.5618	10.817	2	573	-11.657973
OHR3	12.817	13.5618	10.817	2	576	-11.65518288
OHR3	12.817	13.5618	10.817	2	579	-11.65240995
OHR3	12.817	13.5618	10.817	2	582	-11.64965401
OHR3	12.817	13.5618	10.817	2	585	-11.64691486
OHR3	12.817	13.5618	10.817	2	588	-11.64419229
OHR3	12.817	13.5618	10.817	2	591	-11.64148612
OHR3	12.817	13.5618	10.817	2	594	-11.63879614
OHR3	12.817	13.5618	10.817	2	597	-11.63612218
OHR3	12.817	13.5618	10.817	2	600	-11.63346405
OHR3	12.817	13.5618	10.817	2	603	-11.63082156
OHR3	12.817	13.5618	10.817	2	606	-11.62819454
OHR3	12.817	13.5618	10.817	2	609	-11.62558281
OHR3	12.817	13.5618	10.817	2	612	-11.6229862
OHR3	12.817	13.5618	10.817	2	615	-11.62040454
OHR3	12.817	13.5618	10.817	2	618	-11.61783765
OHR3	12.817	13.5618	10.817	2	621	-11.61528539
OHR3	12.817	13.5618	10.817	2	624	-11.61274758
OHR3	12.817	13.5618	10.817	2	627	-11.61022406
OHR3	12.817	13.5618	10.817	2	630	-11.60771468
OHR3	12.817	13.5618	10.817	2	633	-11.60521928
OHR3	12.817	13.5618	10.817	2	636	-11.60273772
OHR3	12.817	13.5618	10.817	2	639	-11.60026984
OHR3	12.817	13.5618	10.817	2	642	-11.5978155
OHR3	12.817	13.5618	10.817	2	645	-11.59537455
OHR3	12.817	13.5618	10.817	2	648	-11.59294685
OHR3	12.817	13.5618	10.817	2	651	-11.59053226
OHR3	12.817	13.5618	10.817	2	654	-11.58813064
OHR3	12.817	13.5618	10.817	2	657	-11.58574185
OHR3	12.817	13.5618	10.817	2	660	-11.58336577
OHR3	12.817	13.5618	10.817	2	663	-11.58100226
OHR3	12.817	13.5618	10.817	2	666	-11.57865119
OHR3	12.817	13.5618	10.817	2	669	-11.57631243
OHR3	12.817	13.5618	10.817	2	672	-11.57398586
OHR3	12.817	13.5618	10.817	2	675	-11.57167136
OHR3	12.817	13.5618	10.817	2	678	-11.56936879
OHR3	12.817	13.5618	10.817	2	681	-11.56707805
OHR3	12.817	13.5618	10.817	2	684	-11.56479901
OHR3	12.817	13.5618	10.817	2	687	-11.56253156
OHR3	12.817	13.5618	10.817	2	690	-11.56027558
OHR3	12.817	13.5618	10.817	2	693	-11.55803095
OHR3	12.817	13.5618	10.817	2	696	-11.55579757
OHR3	12.817	13.5618	10.817	2	699	-11.55357533
OHR3	12.817	13.5618	10.817	2	702	-11.55136412
OHR3	12.817	13.5618	10.817	2	705	-11.54916383
OHR3	12.817	13.5618	10.817	2	708	-11.54697435
OHR3	12.817	13.5618	10.817	2	711	-11.54479559
OHR3	12.817	13.5618	10.817	2	714	-11.54262743
OHR3	12.817	13.5618	10.817	2	717	-11.54046979
OHR3	12.817	13.5618	10.817	2	720	-11.53832255
OHR3	12.817	13.5618	10.817	2	723	-11.53618562
OHR3	12.817	13.5618	10.817	2	726	-11.53405891
OHR3	12.817	13.5618	10.817	2	729	-11.53194232
OHR3	12.817	13.5618	10.817	2	732	-11.52983575
OHR3	12.817	13.5618	10.817	2	735	-11.52773911
OHR3	12.817	13.5618	10.817	2	738	-11.52565231
OHR3	12.817	13.5618	10.817	2	741	-11.52357526
OHR3	12.817	13.5618	10.817	2	744	-11.52150788
OHR3	12.817	13.5618	10.817	2	747	-11.51945006
OHR3	12.817	13.5618	10.817	2	750	-11.51740173
OHR3	12.817	13.5618	10.817	2	753	-11.5153628
OHR3	12.817	13.5618	10.817	2	756	-11.51333319
OHR3	12.817	13.5618	10.817	2	759	-11.51131281
OHR3	12.817	13.5618	10.817	2	762	-11.50930158
OHR3	12.817	13.5618	10.817	2	765	-11.50729942
OHR3	12.817	13.5618	10.817	2	768	-11.50530625
OHR3	12.817	13.5618	10.817	2	771	-11.50332198
OHR3	12.817	13.5618	10.817	2	774	-11.50134655
OHR3	12.817	13.5618	10.817	2	777	-11.49937988
OHR3	12.817	13.5618	10.817	2	780	-11.49742188
OHR3	12.817	13.5618	10.817	2	783	-11.49547249
OHR3	12.817	13.5618	10.817	2	786	-11.49353163
OHR3	12.817	13.5618	10.817	2	789	-11.49159922
OHR3	12.817	13.5618	10.817	2	792	-11.4896752
OHR3	12.817	13.5618	10.817	2	795	-11.4877595
OHR3	12.817	13.5618	10.817	2	798	-11.48585203
OHR3	12.817	13.5618	10.817	2	800	-11.48458493
OHR3	12.817	13.5618	10.817	2	810	-11.47830322
OHR3	12.817	13.5618	10.817	2	820	-11.47210933
OHR3	12.817	13.5618	10.817	2	830	-11.46600088
OHR3	12.817	13.5618	10.817	2	840	-11.45997558
OHR3	12.817	13.5618	10.817	2	850	-11.45403122
OHR3	12.817	13.5618	10.817	2	860	-11.44816569
OHR3	12.817	13.5618	10.817	2	870	-11.44237695
OHR3	12.817	13.5618	10.817	2	880	-11.43666305
OHR3	12.817	13.5618	10.817	2	890	-11.4310221
OHR3	12.817	13.5618	10.817	2	900	-11.42545228
OHR3	12.817	13.5618	10.817	2	910	-11.41995185
OHR3	12.817	13.5618	10.817	2	920	-11.41451912
OHR3	12.817	13.5618	10.817	2	930	-11.40915245
OHR3	12.817	13.5618	10.817	2	940	-11.4038503
OHR3	12.817	13.5618	10.817	2	950	-11.39861113
OHR3	12.817	13.5618	10.817	2	960	-11.39343349
OHR3	12.817	13.5618	10.817	2	970	-11.38831597
OHR3	12.817	13.5618	10.817	2	980	-11.3832572
OHR3	12.817	13.5618	10.817	2	990	-11.37825587
OHR3	12.817	13.5618	10.817	2	1000	-11.37331069
OHR3	12.817	13.5618	10.817	2	1010	-11.36842044
OHR3	12.817	13.5618	10.817	2	1020	-11.36358391
OHR3	12.817	13.5618	10.817	2	1030	-11.35879996
OHR3	12.817	13.5618	10.817	2	1040	-11.35406747
OHR3	12.817	13.5618	10.817	2	1050	-11.34938535
OHR3	12.817	13.5618	10.817	2	1060	-11.34475255
OHR3	12.817	13.5618	10.817	2	1070	-11.34016805
OHR3	12.817	13.5618	10.817	2	1080	-11.33563087
OHR3	12.817	13.5618	10.817	2	1090	-11.33114004
OHR3	12.817	13.5618	10.817	2	1100	-11.32669465
OHR3	12.817	13.5618	10.817	2	1110	-11.32229378
OHR3	12.817	13.5618	10.817	2	1120	-11.31793657
OHR3	12.817	13.5618	10.817	2	1130	-11.31362216
OHR3	12.817	13.5618	10.817	2	1140	-11.30934973
OHR3	12.817	13.5618	10.817	2	1150	-11.30511847
OHR3	12.817	13.5618	10.817	2	1160	-11.30092761
OHR3	12.817	13.5618	10.817	2	1170	-11.29677639
OHR3	12.817	13.5618	10.817	2	1180	-11.29266407
OHR3	12.817	13.5618	10.817	2	1190	-11.28858993
OHR3	12.817	13.5618	10.817	2	1200	-11.28455329
OHR3	12.817	13.5618	10.817	2	1210	-11.28055346
OHR3	12.817	13.5618	10.817	2	1220	-11.27658978
OHR3	12.817	13.5618	10.817	2	1230	-11.2726616
OHR3	12.817	13.5618	10.817	2	1240	-11.26876831
OHR3	12.817	13.5618	10.817	2	1250	-11.26490929
OHR3	12.817	13.5618	10.817	2	1260	-11.26108395
OHR3	12.817	13.5618	10.817	2	1270	-11.25729172
OHR3	12.817	13.5618	10.817	2	1280	-11.25353202
OHR3	12.817	13.5618	10.817	2	1290	-11.24980431
OHR3	12.817	13.5618	10.817	2	1300	-11.24610805
OHR3	12.817	13.5618	10.817	2	1310	-11.24244272
OHR3	12.817	13.5618	10.817	2	1320	-11.23880781
OHR3	12.817	13.5618	10.817	2	1330	-11.23520282
OHR3	12.817	13.5618	10.817	2	1340	-11.23162727
OHR3	12.817	13.5618	10.817	2	1350	-11.22808068
OHR3	12.817	13.5618	10.817	2	1360	-11.2245626
OHR3	12.817	13.5618	10.817	2	1370	-11.22107256
OHR3	12.817	13.5618	10.817	2	1380	-11.21761013
OHR3	12.817	13.5618	10.817	2	1390	-11.21417488
OHR3	12.817	13.5618	10.817	2	1400	-11.21076639
OHR3	12.817	13.5618	10.817	2	1410	-11.20738425
OHR3	12.817	13.5618	10.817	2	1420	-11.20402805
OHR3	12.817	13.5618	10.817	2	1430	-11.2006974
OHR3	12.817	13.5618	10.817	2	1440	-11.19739192
OHR3	12.817	13.5618	10.817	2	1450	-11.19411123
OHR3	12.817	13.5618	10.817	2	1460	-11.19085497
OHR3	12.817	13.5618	10.817	2	1470	-11.18762278
OHR3	12.817	13.5618	10.817	2	1480	-11.1844143
OHR3	12.817	13.5618	10.817	2	1490	-11.18122919
OHR3	12.817	13.5618	10.817	2	1500	-11.17806712
OHR3	12.817	13.5618	10.817	2	1510	-11.17492776
OHR3	12.817	13.5618	10.817	2	1520	-11.17181079
OHR3	12.817	13.5618	10.817	2	1530	-11.16871588
OHR3	12.817	13.5618	10.817	2	1540	-11.16564274
OHR3	12.817	13.5618	10.817	2	1550	-11.16259105
OHR3	12.817	13.5618	10.817	2	1560	-11.15956053
OHR3	12.817	13.5618	10.817	2	1570	-11.15655088
OHR3	12.817	13.5618	10.817	2	1580	-11.15356182
OHR3	12.817	13.5618	10.817	2	1590	-11.15059307
OHR3	12.817	13.5618	10.817	2	1600	-11.14764436
OHR3	12.817	13.5618	10.817	2	1610	-11.14471542
OHR3	12.817	13.5618	10.817	2	1620	-11.14180599
OHR3	12.817	13.5618	10.817	2	1630	-11.13891581
OHR3	12.817	13.5618	10.817	2	1640	-11.13604463
OHR3	12.817	13.5618	10.817	2	1650	-11.1331922
OHR3	12.817	13.5618	10.817	2	1660	-11.13035828
OHR3	12.817	13.5618	10.817	2	1670	-11.12754264
OHR3	12.817	13.5618	10.817	2	1680	-11.12474504
OHR3	12.817	13.5618	10.817	2	1690	-11.12196524
OHR3	12.817	13.5618	10.817	2	1700	-11.11920304
OHR3	12.817	13.5618	10.817	2	1710	-11.1164582
OHR3	12.817	13.5618	10.817	2	1720	-11.11373051
OHR3	12.817	13.5618	10.817	2	1730	-11.11101976
OHR3	12.817	13.5618	10.817	2	1740	-11.10832574
OHR3	12.817	13.5618	10.817	2	1750	-11.10564825
OHR3	12.817	13.5618	10.817	2	1760	-11.10298708
OHR3	12.817	13.5618	10.817	2	1770	-11.10034204
OHR3	12.817	13.5618	10.817	2	1780	-11.09771294
OHR3	12.817	13.5618	10.817	2	1790	-11.09509958
OHR3	12.817	13.5618	10.817	2	1800	-11.09250178
OHR3	12.817	13.5618	10.817	2	1810	-11.08991935
OHR3	12.817	13.5618	10.817	2	1820	-11.08735212
OHR3	12.817	13.5618	10.817	2	1830	-11.0847999
OHR3	12.817	13.5618	10.817	2	1840	-11.08226253
OHR3	12.817	13.5618	10.817	2	1850	-11.07973984
OHR3	12.817	13.5618	10.817	2	1860	-11.07723164
OHR3	12.817	13.5618	10.817	2	1870	-11.07473779
OHR3	12.817	13.5618	10.817	2	1880	-11.07225811
OHR3	12.817	13.5618	10.817	2	1890	-11.06979245
OHR3	12.817	13.5618	10.817	2	1900	-11.06734065
OHR3	12.817	13.5618	10.817	2	1910	-11.06490256
OHR3	12.817	13.5618	10.817	2	1920	-11.06247802
OHR3	12.817	13.5618	10.817	2	1930	-11.06006689
OHR3	12.817	13.5618	10.817	2	1940	-11.05766901
OHR3	12.817	13.5618	10.817	2	1950	-11.05528425
OHR3	12.817	13.5618	10.817	2	1960	-11.05291245
OHR3	12.817	13.5618	10.817	2	1970	-11.05055349
OHR3	12.817	13.5618	10.817	2	1980	-11.04820723
OHR3	12.817	13.5618	10.817	2	1990	-11.04587352
OHR3	12.817	13.5618	10.817	2	2000	-11.04355223
OHR3	12.817	13.5618	10.817	2	2010	-11.04124325
OHR3	12.817	13.5618	10.817	2	2020	-11.03894642
OHR3	12.817	13.5618	10.817	2	2030	-11.03666163
OHR3	12.817	13.5618	10.817	2	2040	-11.03438876
OHR3	12.817	13.5618	10.817	2	2050	-11.03212768
OHR3	12.817	13.5618	10.817	2	2060	-11.02987826
OHR3	12.817	13.5618	10.817	2	2070	-11.02764039
OHR3	12.817	13.5618	10.817	2	2080	-11.02541395
OHR3	12.817	13.5618	10.817	2	2090	-11.02319883
OHR3	12.817	13.5618	10.817	2	2100	-11.02099491
OHR3	12.817	13.5618	10.817	2	2110	-11.01880208
OHR3	12.817	13.5618	10.817	2	2120	-11.01662023
OHR3	12.817	13.5618	10.817	2	2130	-11.01444925
OHR3	12.817	13.5618	10.817	2	2140	-11.01228903
OHR3	12.817	13.5618	10.817	2	2150	-11.01013946
OHR3	12.817	13.5618	10.817	2	2160	-11.00800045
OHR3	12.817	13.5618	10.817	2	2170	-11.00587188
OHR3	12.817	13.5618	10.817	2	2180	-11.00375366
OHR3	12.817	13.5618	10.817	2	2190	-11.00164569
OHR3	12.817	13.5618	10.817	2	2200	-10.99954787
OHR3	12.817	13.5618	10.817	2	2210	-10.9974601
OHR3	12.817	13.5618	10.817	2	2220	-10.99538229
OHR3	12.817	13.5618	10.817	2	2230	-10.99331434
OHR3	12.817	13.5618	10.817	2	2240	-10.99125616
OHR3	12.817	13.5618	10.817	2	2250	-10.98920766
OHR3	12.817	13.5618	10.817	2	2260	-10.98716875
